,label,lang,train,True or False
597,__label__tot,vi,__label__tot,True
598,__label__kem,zh-cn,__label__xuat_sac,False
599,__label__trung_binh,zh-cn,__label__trung_binh,True
600,__label__tot,sv,__label__tot,True
601,__label__trung_binh,vi,__label__trung_binh,True
602,__label__xuat_sac,ru,__label__xuat_sac,True
603,__label__tot,de,__label__tot,True
604,__label__kem,ru,__label__kem,True
605,__label__tot,fr,__label__xuat_sac,False
606,__label__xuat_sac,vi,__label__xuat_sac,True
607,__label__tot,zh-cn,__label__tot,True
608,__label__trung_binh,zh-cn,__label__trung_binh,True
609,__label__tot,de,__label__tot,True
610,__label__xuat_sac,en,__label__xuat_sac,True
611,__label__xuat_sac,en,__label__xuat_sac,True
612,__label__tot,en,__label__tot,True
613,__label__trung_binh,zh-cn,__label__trung_binh,True
614,__label__kem,zh-cn,__label__kem,True
615,__label__tot,zh-cn,__label__tot,True
616,__label__xuat_sac,en,__label__xuat_sac,True
617,__label__tot,zh-cn,__label__tot,True
618,__label__trung_binh,vi,__label__tot,False
619,__label__trung_binh,fr,__label__tot,False
620,__label__tot,vi,__label__tot,True
621,__label__trung_binh,ru,__label__trung_binh,True
622,__label__trung_binh,vi,__label__trung_binh,True
623,__label__tot,fr,__label__tot,True
624,__label__tot,de,__label__tot,True
625,__label__tot,de,__label__tot,True
626,__label__kem,zh-cn,__label__kem,True
627,__label__tot,vi,__label__tot,True
628,__label__xuat_sac,zh-cn,__label__xuat_sac,True
629,__label__trung_binh,zh-cn,__label__trung_binh,True
630,__label__tot,ko,__label__tot,True
631,__label__trung_binh,de,__label__trung_binh,True
632,__label__tot,zh-cn,__label__tot,True
633,__label__tot,vi,__label__tot,True
634,__label__tot,vi,__label__tot,True
635,__label__xuat_sac,it,__label__xuat_sac,True
636,__label__tot,zh-cn,__label__tot,True
637,__label__tot,zh-cn,__label__tot,True
638,__label__tot,ru,__label__tot,True
639,__label__xuat_sac,ru,__label__tot,False
640,__label__tot,vi,__label__tot,True
641,__label__xuat_sac,zh-cn,__label__tot,False
642,__label__xuat_sac,zh-cn,__label__xuat_sac,True
643,__label__xuat_sac,zh-cn,__label__tot,False
644,__label__trung_binh,vi,__label__trung_binh,True
645,__label__trung_binh,vi,__label__trung_binh,True
646,__label__trung_binh,vi,__label__trung_binh,True
647,__label__trung_binh,zh-cn,__label__trung_binh,True
648,__label__kem,zh-cn,__label__kem,True
649,__label__trung_binh,zh-cn,__label__trung_binh,True
650,__label__xuat_sac,fr,__label__xuat_sac,True
651,__label__tot,en,__label__xuat_sac,False
652,__label__tot,en,__label__tot,True
653,__label__trung_binh,vi,__label__trung_binh,True
654,__label__tot,vi,__label__tot,True
655,__label__trung_binh,vi,__label__trung_binh,True
656,__label__xuat_sac,ru,__label__xuat_sac,True
657,__label__tot,en,__label__tot,True
658,__label__tot,en,__label__tot,True
659,__label__tot,en,__label__tot,True
660,__label__xuat_sac,vi,__label__xuat_sac,True
661,__label__trung_binh,ru,__label__trung_binh,True
662,__label__tot,en,__label__tot,True
663,__label__tot,ru,__label__tot,True
664,__label__tot,ru,__label__tot,True
665,__label__tot,fr,__label__tot,True
666,__label__tot,vi,__label__tot,True
667,__label__tot,vi,__label__tot,True
668,__label__xuat_sac,vi,__label__xuat_sac,True
669,__label__tot,zh-cn,__label__tot,True
670,__label__xuat_sac,fr,__label__xuat_sac,True
671,__label__xuat_sac,ru,__label__xuat_sac,True
672,__label__trung_binh,ko,__label__trung_binh,True
673,__label__tot,zh-cn,__label__tot,True
674,__label__xuat_sac,vi,__label__xuat_sac,True
675,__label__xuat_sac,zh-cn,__label__tot,False
676,__label__trung_binh,vi,__label__trung_binh,True
677,__label__kem,vi,__label__kem,True
678,__label__kem,vi,__label__kem,True
679,__label__xuat_sac,en,__label__xuat_sac,True
680,__label__kem,en,__label__tot,False
681,__label__trung_binh,en,__label__trung_binh,True
682,__label__xuat_sac,en,__label__xuat_sac,True
683,__label__tot,en,__label__tot,True
684,__label__xuat_sac,en,__label__xuat_sac,True
685,__label__kem,ko,__label__kem,True
686,__label__trung_binh,en,__label__trung_binh,True
687,__label__tot,zh-cn,__label__tot,True
688,__label__xuat_sac,en,__label__xuat_sac,True
689,__label__tot,af,__label__tot,True
690,__label__trung_binh,zh-cn,__label__xuat_sac,False
691,__label__tot,no,__label__tot,True
692,__label__tot,ru,__label__tot,True
693,__label__xuat_sac,de,__label__xuat_sac,True
694,__label__xuat_sac,en,__label__tot,False
695,__label__tot,de,__label__tot,True
696,__label__tot,zh-cn,__label__tot,True
697,__label__tot,zh-cn,__label__tot,True
698,__label__trung_binh,en,__label__trung_binh,True
699,__label__trung_binh,zh-cn,__label__trung_binh,True
700,__label__xuat_sac,en,__label__xuat_sac,True
701,__label__xuat_sac,en,__label__xuat_sac,True
702,__label__trung_binh,en,__label__trung_binh,True
703,__label__xuat_sac,en,__label__xuat_sac,True
704,__label__xuat_sac,zh-cn,__label__tot,False
705,__label__tot,en,__label__tot,True
706,__label__tot,vi,__label__tot,True
707,__label__tot,th,__label__tot,True
708,__label__trung_binh,fr,__label__tot,False
709,__label__xuat_sac,de,__label__xuat_sac,True
710,__label__tot,de,__label__tot,True
711,__label__kem,zh-cn,__label__kem,True
712,__label__xuat_sac,fr,__label__xuat_sac,True
713,__label__trung_binh,vi,__label__trung_binh,True
714,__label__xuat_sac,en,__label__xuat_sac,True
715,__label__trung_binh,vi,__label__trung_binh,True
716,__label__kem,vi,__label__kem,True
717,__label__tot,en,__label__trung_binh,False
718,__label__xuat_sac,en,__label__xuat_sac,True
719,__label__tot,pl,__label__tot,True
720,__label__trung_binh,ko,__label__trung_binh,True
721,__label__xuat_sac,en,__label__xuat_sac,True
722,__label__trung_binh,vi,__label__trung_binh,True
723,__label__tot,en,__label__tot,True
724,__label__kem,vi,__label__kem,True
725,__label__xuat_sac,zh-cn,__label__xuat_sac,True
726,__label__xuat_sac,ru,__label__xuat_sac,True
727,__label__tot,zh-cn,__label__tot,True
728,__label__tot,ru,__label__tot,True
729,__label__trung_binh,zh-cn,__label__trung_binh,True
730,__label__tot,vi,__label__tot,True
731,__label__xuat_sac,ru,__label__xuat_sac,True
732,__label__tot,vi,__label__tot,True
733,__label__tot,en,__label__tot,True
734,__label__tot,en,__label__tot,True
735,__label__trung_binh,vi,__label__trung_binh,True
736,__label__tot,vi,__label__tot,True
737,__label__tot,vi,__label__tot,True
738,__label__tot,af,__label__tot,True
739,__label__trung_binh,zh-cn,__label__trung_binh,True
740,__label__xuat_sac,zh-cn,__label__xuat_sac,True
741,__label__trung_binh,zh-cn,__label__trung_binh,True
742,__label__tot,zh-cn,__label__tot,True
743,__label__xuat_sac,ru,__label__xuat_sac,True
744,__label__xuat_sac,zh-cn,__label__xuat_sac,True
745,__label__tot,de,__label__tot,True
746,__label__trung_binh,zh-cn,__label__trung_binh,True
747,__label__tot,zh-cn,__label__tot,True
748,__label__xuat_sac,de,__label__xuat_sac,True
749,__label__trung_binh,nl,__label__trung_binh,True
750,__label__trung_binh,zh-cn,__label__trung_binh,True
751,__label__tot,zh-cn,__label__xuat_sac,False
752,__label__kem,fr,__label__tot,False
753,__label__trung_binh,fr,__label__trung_binh,True
754,__label__trung_binh,fr,__label__trung_binh,True
755,__label__xuat_sac,en,__label__xuat_sac,True
756,__label__trung_binh,zh-cn,__label__trung_binh,True
757,__label__xuat_sac,zh-cn,__label__xuat_sac,True
758,__label__trung_binh,vi,__label__trung_binh,True
759,__label__trung_binh,vi,__label__trung_binh,True
760,__label__xuat_sac,zh-cn,__label__xuat_sac,True
761,__label__tot,zh-cn,__label__tot,True
762,__label__xuat_sac,zh-cn,__label__xuat_sac,True
763,__label__tot,nl,__label__tot,True
764,__label__xuat_sac,vi,__label__xuat_sac,True
765,__label__xuat_sac,zh-cn,__label__xuat_sac,True
766,__label__xuat_sac,zh-cn,__label__xuat_sac,True
767,__label__xuat_sac,zh-cn,__label__xuat_sac,True
768,__label__xuat_sac,zh-cn,__label__xuat_sac,True
769,__label__xuat_sac,zh-cn,__label__xuat_sac,True
770,__label__trung_binh,zh-cn,__label__trung_binh,True
771,__label__xuat_sac,zh-cn,__label__xuat_sac,True
772,__label__xuat_sac,zh-cn,__label__tot,False
773,__label__xuat_sac,ru,__label__xuat_sac,True
774,__label__xuat_sac,ru,__label__xuat_sac,True
775,__label__xuat_sac,ru,__label__xuat_sac,True
776,__label__tot,ko,__label__tot,True
777,__label__tot,en,__label__tot,True
778,__label__tot,de,__label__tot,True
779,__label__trung_binh,zh-cn,__label__trung_binh,True
780,__label__tot,en,__label__tot,True
781,__label__tot,fr,__label__tot,True
782,__label__tot,nl,__label__tot,True
783,__label__tot,zh-cn,__label__tot,True
784,__label__tot,zh-cn,__label__tot,True
785,__label__xuat_sac,zh-cn,__label__xuat_sac,True
786,__label__tot,fr,__label__tot,True
787,__label__xuat_sac,zh-cn,__label__xuat_sac,True
788,__label__xuat_sac,zh-cn,__label__xuat_sac,True
789,__label__trung_binh,zh-cn,__label__xuat_sac,False
790,__label__trung_binh,vi,__label__trung_binh,True
791,__label__kem,zh-cn,__label__kem,True
792,__label__tot,zh-cn,__label__tot,True
793,__label__tot,af,__label__tot,True
794,__label__tot,zh-cn,__label__tot,True
795,__label__xuat_sac,zh-cn,__label__xuat_sac,True
796,__label__tot,vi,__label__tot,True
797,__label__tot,ru,__label__tot,True
798,__label__trung_binh,cs,__label__trung_binh,True
799,__label__tot,en,__label__tot,True
800,__label__xuat_sac,en,__label__xuat_sac,True
801,__label__rat_kem,en,__label__rat_kem,True
802,__label__tot,bg,__label__tot,True
803,__label__xuat_sac,ru,__label__xuat_sac,True
804,__label__tot,vi,__label__tot,True
805,__label__tot,en,__label__tot,True
806,__label__tot,nl,__label__tot,True
807,__label__xuat_sac,zh-cn,__label__tot,False
808,__label__tot,zh-cn,__label__tot,True
809,__label__xuat_sac,zh-cn,__label__xuat_sac,True
810,__label__xuat_sac,de,__label__xuat_sac,True
811,__label__xuat_sac,zh-cn,__label__xuat_sac,True
812,__label__xuat_sac,zh-cn,__label__xuat_sac,True
813,__label__kem,zh-cn,__label__kem,True
814,__label__trung_binh,ko,__label__trung_binh,True
815,__label__tot,ru,__label__tot,True
816,__label__tot,zh-cn,__label__tot,True
817,__label__tot,zh-cn,__label__tot,True
818,__label__xuat_sac,zh-cn,__label__xuat_sac,True
819,__label__tot,ru,__label__tot,True
820,__label__tot,pl,__label__tot,True
821,__label__tot,en,__label__tot,True
822,__label__xuat_sac,de,__label__xuat_sac,True
823,__label__tot,zh-cn,__label__tot,True
824,__label__xuat_sac,vi,__label__xuat_sac,True
825,__label__trung_binh,vi,__label__trung_binh,True
826,__label__tot,ko,__label__tot,True
827,__label__xuat_sac,vi,__label__xuat_sac,True
828,__label__xuat_sac,en,__label__xuat_sac,True
829,__label__tot,zh-cn,__label__xuat_sac,False
830,__label__tot,zh-cn,__label__xuat_sac,False
831,__label__xuat_sac,zh-cn,__label__xuat_sac,True
832,__label__tot,vi,__label__tot,True
833,__label__trung_binh,vi,__label__trung_binh,True
834,__label__xuat_sac,zh-cn,__label__xuat_sac,True
835,__label__tot,nl,__label__tot,True
836,__label__tot,zh-cn,__label__xuat_sac,False
837,__label__trung_binh,vi,__label__tot,False
838,__label__trung_binh,vi,__label__trung_binh,True
839,__label__tot,en,__label__tot,True
840,__label__xuat_sac,fr,__label__xuat_sac,True
841,__label__xuat_sac,es,__label__xuat_sac,True
842,__label__tot,de,__label__tot,True
843,__label__xuat_sac,en,__label__tot,False
844,__label__xuat_sac,zh-cn,__label__xuat_sac,True
845,__label__trung_binh,zh-cn,__label__tot,False
846,__label__trung_binh,th,__label__trung_binh,True
847,__label__trung_binh,nl,__label__trung_binh,True
848,__label__trung_binh,zh-cn,__label__trung_binh,True
849,__label__tot,vi,__label__tot,True
850,__label__xuat_sac,vi,__label__xuat_sac,True
851,__label__tot,en,__label__tot,True
852,__label__xuat_sac,en,__label__xuat_sac,True
853,__label__xuat_sac,ru,__label__xuat_sac,True
854,__label__tot,en,__label__tot,True
855,__label__trung_binh,vi,__label__trung_binh,True
856,__label__kem,vi,__label__kem,True
857,__label__trung_binh,vi,__label__trung_binh,True
858,__label__xuat_sac,en,__label__xuat_sac,True
859,__label__trung_binh,de,__label__trung_binh,True
860,__label__tot,zh-cn,__label__tot,True
861,__label__trung_binh,zh-cn,__label__trung_binh,True
862,__label__tot,zh-cn,__label__tot,True
863,__label__tot,zh-cn,__label__tot,True
864,__label__trung_binh,en,__label__trung_binh,True
865,__label__xuat_sac,vi,__label__xuat_sac,True
866,__label__tot,en,__label__tot,True
867,__label__trung_binh,vi,__label__trung_binh,True
868,__label__trung_binh,vi,__label__trung_binh,True
869,__label__trung_binh,zh-cn,__label__trung_binh,True
870,__label__trung_binh,en,__label__trung_binh,True
871,__label__tot,zh-cn,__label__tot,True
872,__label__tot,ko,__label__tot,True
873,__label__tot,zh-cn,__label__tot,True
874,__label__kem,zh-cn,__label__kem,True
875,__label__tot,zh-cn,__label__tot,True
876,__label__trung_binh,zh-cn,__label__trung_binh,True
877,__label__tot,en,__label__tot,True
878,__label__tot,sv,__label__tot,True
879,__label__tot,en,__label__tot,True
880,__label__tot,ru,__label__tot,True
881,__label__tot,en,__label__tot,True
882,__label__tot,de,__label__tot,True
883,__label__tot,en,__label__tot,True
884,__label__trung_binh,zh-cn,__label__trung_binh,True
885,__label__xuat_sac,fr,__label__xuat_sac,True
886,__label__xuat_sac,vi,__label__xuat_sac,True
887,__label__xuat_sac,zh-cn,__label__xuat_sac,True
888,__label__xuat_sac,vi,__label__xuat_sac,True
889,__label__xuat_sac,en,__label__xuat_sac,True
890,__label__tot,zh-cn,__label__tot,True
891,__label__xuat_sac,fr,__label__xuat_sac,True
892,__label__trung_binh,zh-cn,__label__trung_binh,True
893,__label__tot,vi,__label__tot,True
894,__label__trung_binh,zh-cn,__label__trung_binh,True
895,__label__kem,en,__label__kem,True
896,__label__xuat_sac,vi,__label__xuat_sac,True
897,__label__trung_binh,de,__label__trung_binh,True
898,__label__trung_binh,no,__label__trung_binh,True
899,__label__trung_binh,vi,__label__trung_binh,True
900,__label__trung_binh,fr,__label__trung_binh,True
901,__label__tot,nl,__label__tot,True
902,__label__trung_binh,en,__label__trung_binh,True
903,__label__trung_binh,ru,__label__trung_binh,True
904,__label__trung_binh,pl,__label__trung_binh,True
905,__label__xuat_sac,vi,__label__xuat_sac,True
906,__label__tot,zh-cn,__label__tot,True
907,__label__trung_binh,de,__label__trung_binh,True
908,__label__tot,he,__label__tot,True
909,__label__xuat_sac,hr,__label__xuat_sac,True
910,__label__xuat_sac,fr,__label__xuat_sac,True
911,__label__trung_binh,zh-cn,__label__trung_binh,True
912,__label__trung_binh,it,__label__trung_binh,True
913,__label__trung_binh,vi,__label__trung_binh,True
914,__label__trung_binh,zh-cn,__label__trung_binh,True
915,__label__trung_binh,en,__label__trung_binh,True
916,__label__tot,vi,__label__tot,True
917,__label__tot,no,__label__tot,True
918,__label__tot,et,__label__tot,True
919,__label__xuat_sac,zh-cn,__label__xuat_sac,True
920,__label__tot,de,__label__tot,True
921,__label__xuat_sac,vi,__label__xuat_sac,True
922,__label__xuat_sac,fr,__label__xuat_sac,True
923,__label__trung_binh,en,__label__trung_binh,True
924,__label__tot,en,__label__tot,True
925,__label__tot,en,__label__xuat_sac,False
926,__label__trung_binh,ru,__label__trung_binh,True
927,__label__trung_binh,zh-cn,__label__trung_binh,True
928,__label__trung_binh,ko,__label__trung_binh,True
929,__label__trung_binh,de,__label__trung_binh,True
930,__label__xuat_sac,zh-cn,__label__xuat_sac,True
931,__label__xuat_sac,zh-cn,__label__xuat_sac,True
932,__label__xuat_sac,zh-cn,__label__xuat_sac,True
933,__label__tot,vi,__label__tot,True
934,__label__tot,zh-cn,__label__tot,True
935,__label__kem,zh-cn,__label__kem,True
936,__label__tot,zh-cn,__label__tot,True
937,__label__xuat_sac,zh-cn,__label__xuat_sac,True
938,__label__xuat_sac,ru,__label__xuat_sac,True
939,__label__xuat_sac,zh-cn,__label__xuat_sac,True
940,__label__trung_binh,ko,__label__trung_binh,True
941,__label__tot,zh-cn,__label__tot,True
942,__label__trung_binh,zh-cn,__label__trung_binh,True
943,__label__kem,en,__label__kem,True
944,__label__tot,fr,__label__tot,True
945,__label__xuat_sac,vi,__label__xuat_sac,True
946,__label__trung_binh,zh-cn,__label__trung_binh,True
947,__label__xuat_sac,vi,__label__xuat_sac,True
948,__label__tot,vi,__label__xuat_sac,False
949,__label__xuat_sac,vi,__label__xuat_sac,True
950,__label__tot,vi,__label__tot,True
951,__label__trung_binh,de,__label__trung_binh,True
952,__label__tot,vi,__label__trung_binh,False
953,__label__tot,en,__label__tot,True
954,__label__trung_binh,vi,__label__trung_binh,True
955,__label__trung_binh,zh-cn,__label__trung_binh,True
956,__label__trung_binh,cs,__label__trung_binh,True
957,__label__kem,vi,__label__kem,True
958,__label__kem,vi,__label__kem,True
959,__label__xuat_sac,en,__label__xuat_sac,True
960,__label__tot,zh-cn,__label__tot,True
961,__label__xuat_sac,en,__label__xuat_sac,True
962,__label__xuat_sac,ja,__label__xuat_sac,True
963,__label__trung_binh,vi,__label__trung_binh,True
964,__label__tot,vi,__label__xuat_sac,False
965,__label__trung_binh,vi,__label__trung_binh,True
966,__label__xuat_sac,en,__label__xuat_sac,True
967,__label__tot,en,__label__tot,True
968,__label__xuat_sac,en,__label__xuat_sac,True
969,__label__kem,vi,__label__kem,True
970,__label__trung_binh,zh-cn,__label__trung_binh,True
971,__label__kem,zh-cn,__label__xuat_sac,False
972,__label__tot,en,__label__tot,True
973,__label__xuat_sac,en,__label__xuat_sac,True
974,__label__tot,sl,__label__tot,True
975,__label__tot,en,__label__tot,True
976,__label__tot,ca,__label__tot,True
977,__label__trung_binh,vi,__label__trung_binh,True
978,__label__trung_binh,ru,__label__trung_binh,True
979,__label__xuat_sac,zh-cn,__label__xuat_sac,True
980,__label__trung_binh,de,__label__trung_binh,True
981,__label__tot,fr,__label__tot,True
982,__label__tot,vi,__label__tot,True
983,__label__tot,ru,__label__tot,True
984,__label__kem,vi,__label__kem,True
985,__label__trung_binh,vi,__label__trung_binh,True
986,__label__xuat_sac,zh-cn,__label__xuat_sac,True
987,__label__trung_binh,zh-cn,__label__trung_binh,True
988,__label__tot,af,__label__tot,True
989,__label__trung_binh,zh-cn,__label__trung_binh,True
990,__label__xuat_sac,zh-cn,__label__xuat_sac,True
991,__label__trung_binh,zh-cn,__label__trung_binh,True
992,__label__trung_binh,zh-cn,__label__xuat_sac,False
993,__label__trung_binh,zh-cn,__label__trung_binh,True
994,__label__trung_binh,ko,__label__xuat_sac,False
995,__label__xuat_sac,zh-cn,__label__xuat_sac,True
996,__label__trung_binh,ru,__label__trung_binh,True
997,__label__tot,zh-cn,__label__tot,True
998,__label__xuat_sac,vi,__label__xuat_sac,True
